番号,単語,発音記号,品詞,意味,補足,例文,例文訳
4599,disparage,/dɪˈspærɪdʒ/,動詞,見下す、過小評価する、けなす,他人の仕事や意見を、大した価値はないと軽蔑的に「けなす、価値をおとしめて表現する」行為を指します。,,
4600,glut,/ɡlʌt/,名詞、動詞,【名】過剰、供給過剰【動】過剰供給する、食べ飽きさせる,需要を大幅に超えて、市場にモノが溢れかえっている「供給過剰」を指します（a glut of oil = 石油の供給過剰）。対義語は shortage。,,
4601,sumptuous,/ˈsʌmptʃuəs/,形容詞,豪華な、贅沢な、高価な,お金を惜しみなくかけ、きらびやかで極めて上質なご馳走やインテリアを指す格調高い言葉です（sumptuous feast = 豪華なごちそう）。,,
4602,abrasive,/əˈbreɪsɪv/,形容詞、名詞,【形】不快な、耳障りな、研磨用の【名】研磨剤,ザラザラして研磨する物理的意味のほか、人の態度が角々しくて他人に衝突・不快感を与える「刺々しく失礼な」態度を非難します（abrasive personality）。,,
4603,debase,/dɪˈbeɪs/,動詞,（品質や価値などを）低下させる、落とす、品位を傷つける,通貨や言葉、あるいは人格の「価値や品位を著しくおとしめる、劣化させる」ことを意味します（debase the currency = 通貨価値を下げる）。,,
4604,stunned,/stʌnd/,形容詞,呆然とした、びっくり仰天した、ショックを受けた,動詞 stun（驚嘆させる）の過去分詞形容詞。あまりの驚きやショックに、頭が真っ白になって動けない様子を指します（be stunned by the news）。,,
4605,equitable,/ˈekwɪtəbl/,形容詞,公平な、公正な、妥当な,誰に対しても偏りがなく、ルールや事情を考慮して「完全にフェアで妥当である」状態を意味する、equal より実践的な語です（equitable distribution）。,,
4606,contraceptive,/ˌcɑːntrəˈseptɪv/ -> /ˌgayer-tra-sep-tiv/ -> /ˌkeyer-tra-sep-tiv/ -> /ˌkɑːntrəˈseptɪv/,名詞、形容詞,【名】避妊器具、避妊薬【形】避妊用の,コンドームや避妊ピルなどの「避妊手段・アイテム」を指す専門的な用語です。,,
4607,salient,/ˈseɪliənt/,形容詞、名詞,【形】最も重要な、際立った、目立つ【名】突出部,特徴や論点の中で、最も目立っており、まず最初に注目すべき「核心となる、重要な」要素を指します（salient feature = 際立った特徴）。,,
4608,vantage,/ˈvæntɪdʒ/,名詞,有利な地位、見晴らし、強み,周囲がよく見渡せる高い場所を vantage point（展望地点）と呼ぶほか、自分の考え方の土台（視点）を比喩的に vantage point と表現します。,,
4609,clandestine,/klænˈdestɪn/,形容詞,秘密の、闇の、不法な、隠密の,主に不法な目的（スパイ活動や闇取引など）のために、周囲に絶対にバレないように裏でコッソリ行われている様子を指します（clandestine operation）。,,
4610,cobble,/ˈkɑːbl/,名詞、動詞,【名】コブル石（丸い小石）、石畳【動】（あり合わせの材料で）不器用に作り上げる、靴を補修する,中世の町並みに残る「石畳の小石（cobblestone）」を指すほか、cobble together で「あり合わせの材料で急いで作り上げる」という意味でもよく使われます。,,
4611,candid,/ˈkændɪd/,形容詞、名詞,【形】率直な、ありのままの、公平な【名】スナップ写真,嘘を交えず、自分の意見をハッキリと打ち明ける「率直な」態度を指します（candid opinion = 率直な意見）。,,
4612,insurgent,/ɪnˈsɜːrdʒənt/,名詞、形容詞,【名】反乱兵、暴徒、造反者【形】反乱を起こした、従順でない,政府や正規軍に対抗して武装闘争を展開する、ゲリラや「反乱分子・反乱軍」を指します。,,
4613,hurtle,/ˈhɜːrtl/,動詞、名詞,【動】（恐ろしいスピードで）突進する、飛んでいく【名】衝突、突進,制御を失った車や、隕石などが、凄まじいスピードと音を立てて前方に「突進する、突っ込んでいく」様子を表します（hurtle down the road）。,,
4614,optic,/ˈɑːptɪk/,形容詞、名詞,【形】目の、視覚の、光学の【名】光学,目や視覚に関連する用語。目の神経は「視神経（optic nerve）」、光を通す繊維は「光ファイバー（fiber optics）」と呼ばれます。,,
4615,serpent,/ˈsɜːrpənt/,名詞,ヘビ、大蛇、悪魔、冷酷な人,通常の snake より大きく、不気味で毒々しいヘビを指す文学的・聖書的な言葉です。アダムとイブをだましたヘビの象徴でもあります。,,
4616,garrison,/ˈɡærɪsn/,名詞、動詞,【名】駐屯地、守備隊【動】駐屯させる、警備する,都市や要塞を警備するために配置され、常駐している軍の「守備隊・駐屯地」を指します。,,
4617,injunction,/ɪnˈdʒʌŋkʃn/,名詞,（裁判所の）差し止め命令、禁止命令、命令,裁判所が、特定の企業や個人に対して特定の行為を公式にストップさせる法的拘束力のある「差し止め命令」を意味します。,,
4618,contaminant,/kənˈtæmɪnənt/,名詞,汚染物質、不純物,水、食品、あるいは空気の中に誤って混ざり込んで品質を損なう、ウイルスや化学物質などの「汚染原因物質」を指します。動詞は contaminate。,,
4619,quarry,/ˈkwɔːri/,名詞、動詞,【名】石切り場、採石場、獲物、追い求める対象【動】切り出す、探し出す,大理石などを切り出す「採石場（石切り場）」の意味のほか、タカが追いかける小動物や、探偵が追跡する「ターゲット（獲物）」の意味も持ちます。,,
4620,infusion,/ɪnˈfjuːʒn/,名詞,注入、吹き込み、煎じ薬、点滴,新しい資金や活力を組織に「吹き込む・注入する」意味のほか、お茶の葉をじっくりお湯に浸して成分を出す「ハーブティなどの煎じ薬」を指します。,,
4621,realtor,/ˈriːəltər/,名詞,不動産業者、リアルター、不動産屋,家や土地の売買・賃貸の仲介を行う「不動産仲介業者」を指す、アメリカ等で極めて一般的な名称です（不動産会社は real estate agency）。,,
4622,barrage,/bəˈrɑːʒ/,名詞、動詞,【名】（批判や質問などの）集中攻勢、一斉砲撃、弾幕【動】一斉砲撃する,記者会見などで、不祥事を起こした人に大量の質問を容赦なく浴びせる「質問の集中豪雨（a barrage of questions）」を指します。,,
4623,defection,/dɪˈfekʃn/,名詞,亡命、離脱、反逆、寝返り,国家や所属軍から裏切って、敵側や他国へ公式に「亡命する・寝返る」重い行為を意味します。動詞は defect（亡命する）。,,
4624,spate,/speɪt/,名詞,（好ましくないことの）頻発、連続、急増、大雨,短期間に悪い事件、空き巣被害、あるいは不祥事が相次いで「連続・頻発すること」を指して使われます（a spate of burglaries = 空き巣の急増）。,,
4625,brethren,/ˈbreðrən/,名詞,同胞、同信の徒、兄弟たち,名詞 brother の古い複数形。現代では宗教的なコミュニティの仲間や、苦楽を共にする「同胞・兄弟たち」への呼びかけで用いられる文学的な言葉です。,,
4626,clutter,/ˈclutter/ -> /ˈclutter/ -> /ˈklʌtər/,名詞、動詞,【名】散らかったもの、乱雑な山、ガラクタ【動】散らかす、乱雑にする,部屋のテーブルや床に、片付けられずにごちゃごちゃと散乱している「ガラクタ・散らかった書類」を指します（clutter-free = すっきりした）。,,
4627,thump,/θʌmp/,動詞、名詞,【動】ドスドス叩く、心臓がドキドキ波打つ、完敗させる【名】ドスンという重い音、強打,テーブルを手でドンと叩く鈍い音や、階段をドスドス歩く音、さらに緊張で「心臓がドクドク激しく波打つ（heart thumps）」状態を表します。,,
4628,civility,/səˈvɪləti/,名詞,礼儀正しさ、丁寧な行為、市民生活,形容詞 civil（礼儀正しい）の名詞形。社会生活を円滑に進めるための最低限の「礼儀マナー・他者への敬意」を指します。,,
4629,moss,/mɔːs/,名詞、動詞,【名】コケ（苔）、泥炭地【動】コケで覆う,日陰の湿った地面や木肌に青々と生える「コケ（苔）」を指します。A rolling stone gathers no moss.（転石苔を生ぜず）の諺が有名です。,,
4630,ordinance,/ˈɔːrdɪnəns/,名詞,（地方自治体の）条例、法令、規則,国が制定する法律（law）とは区別され、市や自治体が独自に制定する「条例・規則（local ordinance）」を意味します。,,
4631,buyout,/ˈby-out/ -> /ˈbaɪaʊt/,名詞,買収、バイアウト、全株買収,企業の経営権を完全に握るために、すべての株式を買い取る「企業買収（MBO = management buyout など）」を意味するビジネス用語です。,,
